AUNumber,InstName,Category,IUNumber,IU,CountyName,StatusDescription,EffectiveDate,PhoneNumber,PhoneNumberExtn,WebAddress,MailingAddressLine1,MailingAddressLine2,MailingCity,MailingState,MailingZipCode,MailingZipCodeExtn,LocationAddressLine1,LocationAddressLine2,LocationCity,LocationState,LocationZipCode,LocationZipCodeExtn,Title,Salutation,FirstName,MiddleInitial,LastName,Suffix,AdminPhoneNumber,AdminPhoneNumberExtn,CommissionStartDate,CommissionExpirationDate,
382038031,Armstrong Educational Trust,Miscellaneous,,,Armstrong,Open,07/31/2014,(724)543-2599,222,,West Hills Commons,81 Glade Dr,Kittanning,PA,16201,,West Hills Commons,81 Glade Dr,Kittanning,PA,16201,,Executive Director,Mr,Fred,,Orozco,,(724)543-2599,222,,,
128030852,Armstrong SD,School District,28,ARIN IU 28,Armstrong,Open,06/08/1999,(724)548-7200,,http://www.asd.k12.pa.us,181 Heritage Park Drive,Suite #2,Kittanning,PA,16201,7025,181 Heritage Park Drive,Suite #2,Kittanning,PA,16201,7025,Assistant Superintendent,Dr,Cheryl,,Soloski,,(724)548-6028,,07/01/2016,06/30/2021,
128030852,Armstrong SD,School District,28,ARIN IU 28,Armstrong,Open,06/08/1999,(724)548-7200,,http://www.asd.k12.pa.us,181 Heritage Park Drive,Suite #2,Kittanning,PA,16201,7025,181 Heritage Park Drive,Suite #2,Kittanning,PA,16201,7025,Assistant Superintendent,Dr,Joshua,,Williams,,(724)548-6031,,07/01/2016,06/30/2021,
128030852,Armstrong SD,School District,28,ARIN IU 28,Armstrong,Open,06/08/1999,(724)548-7200,,http://www.asd.k12.pa.us,181 Heritage Park Drive,Suite #2,Kittanning,PA,16201,7025,181 Heritage Park Drive,Suite #2,Kittanning,PA,16201,7025,Business Manager,Mr,Sam,,Kirk,,(724)548-6038,,,,
128030852,Armstrong SD,School District,28,ARIN IU 28,Armstrong,Open,06/08/1999,(724)548-7200,,http://www.asd.k12.pa.us,181 Heritage Park Drive,Suite #2,Kittanning,PA,16201,7025,181 Heritage Park Drive,Suite #2,Kittanning,PA,16201,7025,Superintendent,Mr,Chris,M,DeVivo,,(724)548-6069,,07/01/2020,06/30/2025,
321210297,Army Heritage Center Foundation,Act 48 Independent Provider,,,Cumberland,Open,05/31/2006,(717)258-1102,,http://www.armyheritage.org,P.O. Box 839,,Carlisle,PA,17013,,P.O. Box 839,,Carlisle,PA,17013,,,,,,,,,,,,
300510080,ARNITA DOAMARAL,Miscellaneous,,,Philadelphia,Open,10/21/2004,,,,1932-34 FEDERAL STREET,,PHILADELPHIA,PA,19146,,1932-34 FEDERAL STREET,,PHILADELPHIA,PA,19146,,,,,,,,,,,,
300250450,Around the Clock Child Care,Miscellaneous,5,Northwest Tri-County IU 5,Erie,Open,04/16/1996,(814)864-3319,,,2741 WEST 8TH STREET,,Erie,PA,16505,,2741 WEST 8TH STREET,,Erie,PA,16505,,Director,Ms,Deborah, ,Garcico,,,,,,
317517215,AROUND THE CLOCK DAYCARE,Miscellaneous,,,Philadelphia,Open,12/19/2009,(215)681-5708,,,425 WEST TABOR ROAD,,PHILADELPHIA,PA,19120,,425 WEST TABOR ROAD,,PHILADELPHIA,PA,19120,,Director,Ms,MARRAE,,DARGAN,,(215)681-5708,,,,
914062230,Arrow International,Library,,,Berks,Open,08/04/1997,(800)233-3187,3289,,P O Box 12888 ,,Reading ,PA,19612,,P O Box 12888 ,,Reading ,PA,19612,,,,,,,,,,,,
335027735,ARSENAL FAMILY AND CHILDRENS CENTER,Miscellaneous,,,Allegheny,Open,04/08/2010,(412)345-0008,,,336 SOUTH AIKEN AVENUT,,PITTSBURGH,PA,15232,,336 SOUTH AIKEN AVENUT,,PITTSBURGH,PA,15232,,Director,Ms,SHARON,,BOGDAN,,(412)345-0008,,,,
300230220,Art of Growing,"Licensed, Private Academic School",25,Delaware County IU 25,Delaware,Open,10/01/1990,(610)583-0384,,,375 Holmes Road,,Holmes,PA,19043,1215,375 Holmes Rd,,Holmes,PA,19043,,Director,Ms,Maryellen,,Johnobili,,(610)789-1104,,,,
377467049,Art's Alive!,Act 48 Independent Provider,,,Montgomery,Open,12/18/2008,(610)948-5458,,,171 Hill Church Road,,Spring City,PA,19475,,171 Hill Church Road,,Spring City,PA,19475,,,,,,,,,,,,
912670603,Arthur Hufnagel Public Lib of Glen Rock,Library,,,York,Open,11/13/2000,(717)235-1127,,http://www.martinlibrary.org/glenrock/glenrock.html1,32 Main St,,Glen Rock,PA,17327,1112,32 Main St,,Glen Rock,PA,17327,1112,Director,,Nicole, ,Gemmill,,(717)235-1127,,,,
367396186,Artisan Child Care Center LLC,Miscellaneous,,,Lehigh,Open,04/07/2015,(484)221-9669,,,1027 W Wyoming Street,,Allentown,PA,18103,3125,1027 W Wyoming Street,,Allentown,PA,18103,3125,Director,Mr,Naeemah,,Harris,,(484)221-9669,,,,
329022546,Artists Image Resource,Act 48 Independent Provider,,,Allegheny,Open,08/18/2006,(412)321-8664,,,518 Foreland Street,,Pittsburgh,PA,15212,,518 Foreland Street,,Pittsburgh,PA,15212,,,,,,,,,,,,
121395927,Arts Academy CS,Charter School                          ,21,Carbon-Lehigh IU 21,Lehigh,Open,06/27/2012,(610)351-0234,,http://www.artsacademycharterschool.org,1610 East Emmaus Avenue,,Allentown,PA,18103,,1610 East Emmaus Avenue,,Allentown,PA,18103,,Chief Executive Officer,Mr,William,,Fitzpatrick,,(610)351-0234,,,,
121399898,Arts Academy Elementary CS,Charter School                          ,21,Carbon-Lehigh IU 21,Lehigh,Open,06/29/2015,(610)841-4560,,https://www.aaaecs.com/,601 W Union Street,,Allentown,PA,18101,,601 W Union Street,,Allentown,PA,18101,,Chief Executive Officer,Mr,Aldo,,Cavalli,,(610)533-5111,,,,
399514380,Arts Across America,Act 48 Independent Provider,,,Out-of-State,Open,09/22/2006,(732)723-2330,,,35 Buffalo Run,,East Brunswick,NJ,08816,,35 Buffalo Run,,East Brunswick,NJ,08816,,,,,,,,,,,,
302020019,Arts Education Collaborative,Act 48 Independent Provider,,,Allegheny,Open,09/13/2000,(412)201-7406,,http://www.artsedcollaborative.org,425 Sixth Avenue Suite 2650  ,,Pittsburgh,PA,15219,,425 Sixth Avenue Suite 2650  ,,Pittsburgh,PA,15219,,,,,,,,,,,,
313462236,ARUBU INC DBA SARAHCARE OF JENKINTOWN,Miscellaneous,,,Montgomery,Open,05/12/2009,(215)663-8090,,,101 WASHINGTON LN STE G-6,,JENKINTOWN,PA,19046,3532,101 WASHINGTON LN STE G-6,,JENKINTOWN,PA,19046,3532,Director,Mr,ARSEN,,USTAYEV,,,,,,
300510058,AS WE GROW,Miscellaneous,,,Philadelphia,Open,10/03/2003,,,,4824 SPRUCE STREET,,PHILADELPHIA,PA,19139,,4824 SPRUCE STREET,,PHILADELPHIA,PA,19139,,,,,,,,,,,,
300020505,As Wee Care,Miscellaneous,3,Allegheny IU 3,Allegheny,Open,09/01/1999,(412)732-0315,,,2809 Brighton Road,,Pittsburgh,PA,15212,,2809 Brighton Road,,Pittsburgh,PA,15212,,Director,Ms,Sharika, ,Thomas,,,,,,
300260110,Asbury Child Alert,Miscellaneous,1,Intermediate Unit 1,Fayette,Open,06/09/1994,,,,20 Dunbar St,,Uniontown,PA,15401,4230,20 Dunbar St,,Uniontown,PA,15401,4230,,,,,,,,,,,
346422671,Asbury United Methodist Church,Miscellaneous,,,McKean,Open,05/28/2014,(814)363-9448,,,385 East Main Street,,Bradford,PA,16701,2624,385 East Main Street,,Bradford,PA,16701,2624,Director,Rev,Matthew,,Blake,,(814)363-9448,,,,
325230021,Ascend Group Inc.,Act 48 Independent Provider,,,Delaware,Open,08/01/2005,(267)426-7547,,http://www.ascendgroup.org,PO Box 531,,Ardmore,PA,19003,,PO Box 531,,Ardmore,PA,19003,,,,,,,,,,,,
929540033,Ashland Public Library,Library,,,Schuylkill,Open,11/09/2000,(570)875-3175,,http://www.ww.north-schuylkill.k12.pa.us/publib/ashlandlib.shtml,1229 Centre St,,Ashland,PA,17921,1207,1229 Centre St,,Ashland,PA,17921,1207,Director,,Irene , ,Hardnock ,,(570)875-3175,,,,
426519129,Ashland University,Other College and University,,,Philadelphia,Open,05/09/2012,(800)882-1548,,https://www.ashland.edu/,Sheraton Society Hill Hotel,1 Dock Street,Philadelphia,PA,19106,,Sheraton Society Hill Hotel,1 Dock Street,Philadelphia,PA,19106,,Chief Executive Officer,Dr,Carlos,,Campo,,,,,,
300110007,Ashleys DayCare Center,Miscellaneous,,,Cambria,Open,03/17/2003,,,,P O Box 223,,St. Michael,PA,15951,,919 Locust Street,,St Michael,PA,15951,,,,,,,,,,,,
324094026,Ashram Adult Day Health Center,Miscellaneous,,,Bucks,Open,03/17/2018,(267)477-1862,,,2 Highlands Dr.,,Chalfont,PA,18914,,2 Highlands Dr.,,Chalfont,PA,18914,,Director,Ms,Anjali,,Patel,,,,,,
224150262,Ashville,"Nonpublic, Non-Licensed School",13,Lancaster-Lebanon IU 13,Lancaster,Open,10/01/1992,,,,c/o Amos S Stoltzfus,15 Griest Road,Nottingham,PA,19362,,270 Ashville Road,,Oxford,PA,19363,0000,Principal,Mr,Jonathan,M,Esh,,,,,,
224150272,Ashville Parochial School,"Nonpublic, Non-Licensed School",24,Chester County IU 24,Chester,Open,10/01/1992,,,,15 Griest Road,,Nottingham,PA,19362,0000,15 Griest Road,,Nottingham,PA,19362,0000,Principal,,Amos,S,Stoltzfus,,,,,,
329517655,Asian Americans United,Miscellaneous,,,Philadelphia,Open,06/18/2014,(215)925-1538,,,1023 Callowhill Street,,Philadelphia,PA,19123,3704,1023 Callowhill Street,,Philadelphia,PA,19123,3704,Director,Ms,Ellen,,Somekawa,,(215)925-1538,,,,
300511410,Asian Social Service Center,Miscellaneous,26,Philadelphia IU 26,Philadelphia,Open,11/06/1991,(215)760-1916,,,1719 Morris St,,Philadelphia,PA,19145,1410,1719 Morris St,,Philadelphia,PA,19145,1410,Director,Mr,Huynh,C,Dinh,,(215)760-1916,,,,
395513824,Asociacion Puertorriquenos en Marcha Inc,Miscellaneous,,,Philadelphia,Open,02/27/2013,(267)296-7200,,,1900 9th Street,,Philadelphia,PA,19122,,2318 N Marshall St,,Philadelphia,PA,19124,,Chief Executive Officer,Ms,Nilda,,Ruiz,,(267)296-7200,,,,
300220220,Aspin Center,"Other Private, Non-Licensed Entity",15,Capital Area IU 15,Dauphin,Open,07/06/1990,(717)558-1155,,,1205 S 28th St,,Harrisburg,PA,17111,1046,1205 S 28th St,,Harrisburg,PA,17111,1046,,,,,,,,,,,
181519176,ASPIRA Bilingual Cyber CS,Charter School                          ,26,Philadelphia IU 26,Philadelphia,Open,07/01/2010,(215)455-1300,,http://www.aspiracyber.org,"4322 N 5th Street, 3rd Floor",,Philadelphia,PA,19140,    ,"4322 N 5th Street, 2nd Floor",,Philadelphia,PA,19140,    ,Chief Executive Officer,Mrs,Andrea,,Gonzalez-Kirwin,,(215)455-1300,,,,
426510059,ASPIRA City College,Private Licensed School,,,Philadelphia,Open,05/14/1990,(215)455-2300,,http://www.wficitycollege.edu,4322 N. 5th Street,,Philadelphia,PA,19140,,4322 N. 5th Street,,Philadelphia,PA,19140,,Acting Assistant Executive Director ,Ms,Celestine ,,Koger,,(215)455-2300,,,,
426510059,ASPIRA City College,Private Licensed School,,,Philadelphia,Open,05/14/1990,(215)455-2300,,http://www.wficitycollege.edu,4322 N. 5th Street,,Philadelphia,PA,19140,,4322 N. 5th Street,,Philadelphia,PA,19140,,Chief Executive Officer,Ms,Madeline ,,Sargent,,(215)455-2300,,,,
426510059,ASPIRA City College,Private Licensed School,,,Philadelphia,Open,05/14/1990,(215)455-2300,,http://www.wficitycollege.edu,4322 N. 5th Street,,Philadelphia,PA,19140,,4322 N. 5th Street,,Philadelphia,PA,19140,,Chief Executive Officer,Ms,Rose,,Nelson,,(215)455-2300,,,,
426510059,ASPIRA City College,Specialized Associate Degree,,,Philadelphia,Open,05/14/1990,(215)455-2300,,http://www.wficitycollege.edu,4322 N. 5th Street,,Philadelphia,PA,19140,,4322 N. 5th Street,,Philadelphia,PA,19140,,Acting Assistant Executive Director ,Ms,Celestine ,,Koger,,(215)455-2300,,,,
426510059,ASPIRA City College,Specialized Associate Degree,,,Philadelphia,Open,05/14/1990,(215)455-2300,,http://www.wficitycollege.edu,4322 N. 5th Street,,Philadelphia,PA,19140,,4322 N. 5th Street,,Philadelphia,PA,19140,,Chief Executive Officer,Ms,Madeline ,,Sargent,,(215)455-2300,,,,
426510059,ASPIRA City College,Specialized Associate Degree,,,Philadelphia,Open,05/14/1990,(215)455-2300,,http://www.wficitycollege.edu,4322 N. 5th Street,,Philadelphia,PA,19140,,4322 N. 5th Street,,Philadelphia,PA,19140,,Chief Executive Officer,Ms,Rose,,Nelson,,(215)455-2300,,,,
326510021,"ASPIRA, Inc.",Miscellaneous,26,Philadelphia IU 26,Philadelphia,Open,05/08/2003,(267)981-0483,,,4322 N. 5th Street,Floor 3,Philadelphia,PA,19140,,6350 N 2nd Street,,Philadelphia,PA,19126,,Director,Mr,Dennis,,Picorelli,,(215)455-1300,,,,
303023285,Aspire Nursery School,"Licensed, Private Academic School",3,Allegheny IU 3,Allegheny,Open,08/23/2018,(412)867-5035,,,2895 Banksville Rd,,Pittsburgh,PA,15216,,2895 Banksville Rd,,Pittsburgh,PA,15216,,Director,Ms,Sarah,,Bacon,,(330)280-1950,,,,
300560002,ASSEMBLY OF GOD CHURCH DBA CORNERSTONE CHRISTIAN DAYCARE,Miscellaneous,,,Somerset,Open,08/22/2006,,,,8978 MASON DIXON HWY,,BOYNTON,PA,15532,,8978 MASON DIXON HWY,,BOYNTON,PA,15532,,,,,,,,,,,,
300511450,Assertive Driving School Inc,Private Driver Training School,26,Philadelphia IU 26,Philadelphia,Open,08/28/2014,(215)850-1792,,,2314 Carol Lane,,Norristown,PA,19401,,2314 Carol Lane,,Norristown,PA,19401,,Director,,Beverly, ,Stuart,,(215)850-1792,,,,
302020020,ASSET INC.,Act 48 Independent Provider,,,Allegheny,Open,09/12/2000,(412)481-7320,,http://www.assetinc.org,2403 Sidney Street,Suite 800,Pittsburgh,PA,15205,,2403 Sidney Street,Suite 800,Pittsburgh,PA,15205,,,,,,,,,,,,
300020680,Assn Ed Consulting Inc,Miscellaneous,3,Allegheny IU 3,Allegheny,Open,07/06/1990,,,,McKnight Pine Crk Rd,,Wexford,PA,15090,,McKnight Pine Crk Rd,,Wexford,PA,15090,,,,,,,,,,,,
300000680,Assn Y Camp Pnt R H L V,Miscellaneous,,,Out-of-State,Open,07/06/1990,,,,253 W 72nd St,,New York,NY,10023,2705,253 W 72nd St,,New York,NY,10023,2705,,,,,,,,,,,
300511050,Assoc DE Puertorriquenos En MA,Miscellaneous,26,Philadelphia IU 26,Philadelphia,Open,10/09/1997,(215)763-1040,,,2147 N 6th St,,Philadelphia,PA,19122,1415,2147 N 6th St,,Philadelphia,PA,19122,1415,Director,Mr,Jesus, ,Sienna,,,,,,
300480250,Associated Builders & Contract,Miscellaneous,20,Colonial IU 20,Northampton,Open,04/18/2000,(610)865-5303,,,1414 Center St,,Bethlehem,PA,18018,2505,1414 Center St,,Bethlehem,PA,18018,2505,Director,Mr,Joseph,B,McCarthy,,,,,,
300511470,Associated Day Care Serv Inc,"Other Private, Non-Licensed Entity",26,Philadelphia IU 26,Philadelphia,Open,07/06/1990,,,,715 Jackson St,,Philadelphia,PA,19148,3250,715 Jackson St,,Philadelphia,PA,19148,3250,,,,,,,,,,,
325230022,Associates of Springfield Psychological,Act 48 Independent Provider,,,Delaware,Open,04/06/2004,(610)544-2110,,http://www.springfieldpsychological.com,"1489 Baltimore Pike, Suite 250",,Springfield,PA,19064,,"1489 Baltimore Pike, Suite 250",,Springfield,PA,19064,,,,,,,,,,,,
367233626,Associates of Springfield Psychological,Act 48 Independent Provider,,,Delaware,Open,02/26/2007,(610)544-2110,,,1489 Baltimore Pike Suite 250,,Springfield,PA,19064,,1489 Baltimore Pike Suite 250,,Springfield,PA,19064,,,,,,,,,,,,
324150032,Association for Curriculum and Educational Excellence,Act 48 Independent Provider,,,Chester,Open,03/15/2004,,,,P. O. Box 1672,,West Chester,PA,19380,,P. O. Box 1672,,West Chester,PA,19380,,,,,,,,,,,,
300401650,Association for Employee Services,Miscellaneous,18,Luzerne IU 18,Luzerne,Open,05/23/1994,(570)831-1540,,,1150 E Mountain Dr,,Wilkes Barre,PA,18702,7937,1150 E Mountain Dr,,Wilkes Barre,PA,18702,7937,Director,Ms,Sharon, ,Wunner,,,,,,
300510088,ASSOCIATION OF CHILD DAYCARE PROVIDERS INC,Miscellaneous,,,Philadelphia,Open,04/06/2005,(267)242-6304,,,1556 N 29th Street,Apartment 2,PHILADELPHIA,PA,19134,3621,3125 Reach Street,,Philadedlphia,PA,19134,,Director,Ms,Monica,,Wright,,(267)242-6304,,,,
313360022,Association of Christian Schools International,Act 48 Independent Provider,,,Lancaster,Open,01/04/2001,(717)285-3022,,,"845 Silver Springs Plaza, Suite B",,Lancaster,PA,17601,1172,"845 Silver Springs Plaza, Suite B",,Lancaster,PA,17601,1172,,,,,,,,,,,
315220101,Association of Independent Colleges and Universities of PA (,Professional Education Association,,,Dauphin,Open,09/15/2006,(717)232-8649,,,101 North Front Street                  ,,Harrisburg               ,PA,17101,1405,101 North Front Street                  ,,Harrisburg               ,PA,17101,1405,Coordinator,Dr,Don,L,Francis,,(717)232-8649,,,,
310517305,Association of Islamic Charitable Projects,Miscellaneous,,,Philadelphia,Open,05/23/2020,(215)387-5230,2002,,4431 Walnut Street,,Philadelphia,PA,19104,,4431 Walnut Street,,Philadelphia,PA,19104,,Director,Ms,Manual,,Nachef,,(215)387-5230,2002,,,
383517029,Association of Islamic Charitable Projects,Miscellaneous,,,Philadelphia,Open,06/21/2012,(215)387-5230,,,4431 Walnut Street,,Philadelphia,PA,19104,2924,4431 Walnut Street,,Philadelphia,PA,19104,2924,Principal,Mr,Mukhlisah,,Pettiford,,(215)387-5230,,,,
315220099,Association of Pennsylvania State College and University Fac,Professional Education Association,,,Dauphin,Open,09/15/2006,(717)236-7486,,,319 N Front St PO Box 11995,,Harrisburg,PA,17108,,319 N Front St PO Box 11995,,Harrisburg,PA,17108,,Coordinator,Mr,Steve,,Hicks,,(717)236-7486,,,,
306610005,Association of School Psychologists of PA,Act 48 Independent Provider,,,Venango,Open,02/27/2001,(814)678-2501,,,6 Chautauqua Court,,Oil City,PA,16301,,6 Chautauqua Court,,Oil City,PA,16301,,,,,,,,,,,,
300041100,Association Retarded Citizen,"Other Private, Non-Licensed Entity",27,Beaver Valley IU 27,Beaver,Open,07/06/1990,,,,P.O. Box 228,,Monaca,PA,15061,,P.O. Box 228,,Monaca,PA,15061,,,,,,,,,,,,
224155052,Assumption Academy,"Nonpublic, Non-Licensed School",24,Chester County IU 24,Chester,Open,10/01/1992,(610)688-5277,,,135 Fairfield Ln,,Wayne,PA,19087,,135 Fairfeld Ln,,Wayne,PA,19087,,Principal,Mrs,Patricia,,Welsh,,,,,,
224150502,Assumption BVM School,"Nonpublic, Non-Licensed School",24,Chester County IU 24,Chester,Open,10/01/1992,(610)869-9576,,http://www.catholicschools-phl.org,290 State Rd,,West Grove,PA,19390,8906,290 State Rd,,West Grove,PA,19390,8906,Principal,Mrs,Danielle,J,White,,,,,,
229548702,Assumption BVM School,"Nonpublic, Non-Licensed School",29,Schuylkill IU 29,Schuylkill,Open,10/01/1992,(570)622-0106,,,319 Mahantongo Street,,Pottsville,PA,17901,3078,112 S 7th St,,Pottsville,PA,17901,,Principal,Miss,Teresa,,Keating,,,,,,
925230064,Aston Public Library,Library,,,Delaware,Open,11/09/2000,(610)494-5877,,http://www.delco.lib.pa.us/LibList/as.html,3270 Concord Rd,,Aston,PA,19014,1905,3270 Concord Rd,,Aston,PA,19014,1905,Director,,Stephen, ,Sarazin,,(610)494-5877,,,,
921390728,AT&T Bell Laboratories,Library,,,Lehigh,Open,06/18/1990,(610)439-6773,,,Technical Library ,555 Union Blvd,Allentown ,PA,18103,,Technical Library ,555 Union Blvd,Allentown ,PA,18103,,,,,,,,,,,,
400008019,At-Home Professions,Private Licensed School,,,Out-of-State,Open,08/01/1996,(970)225-6300,,https://www.ahpseminars.com,2001 Lowe Street,,Fort Collins,CO,80525,,2001 Lowe Street,,Fort Collins,CO,80525,,Chief Executive Officer,Ms,Janet,,Perry,,(970)225-6300,,,,
400008019,At-Home Professions,Private Licensed School,,,Out-of-State,Open,08/01/1996,(970)225-6300,,https://www.ahpseminars.com,2001 Lowe Street,,Fort Collins,CO,80525,,2001 Lowe Street,,Fort Collins,CO,80525,,Superintendent,Ms,Holly,,Cook,,(970)225-6300,,,,
322090040,ATG Learning Academy,"Licensed, Private Academic School",22,Bucks County IU 22,Bucks,Open,01/25/2006,(267)803-1751,,,P.O. Box 742,,Warrington,PA,18976,,3400 Pickertown Road,,Chalfont,PA,18914,,Director,Ms,Candice,L,Johnson,,(219)614-9836,,,,
924150033,Atglen Public Library,Library,,,Chester,Open,11/09/2000,(610)593-6848,,http://www.ccls.org/otherlibs/atglen.htm,413 Valley Ave,P O Box 190,Atglen,PA,19310,0190,413 Valley Ave,P O Box 190,Atglen,PA,19310,0190,Director,,Robbyn, ,Kehoe,,(610)593-6848,,,,
300650006,Athena Child Development,Miscellaneous,,,Westmoreland,Open,12/16/2002,,,,950 B Fifth Avenue,,New Kensington,PA,15068,,950 B Fifth Avenue,,New Kensington,PA,15068,,,,,,,,,,,,
926511067,Athenaeum of Philadelphia,Library,,,Philadelphia,Open,01/12/2001,(215)925-2688,,,East Washington Sq ,219 S 6th St ,Philadelphia ,PA,19106,,East Washington Sq ,219 S 6th St ,Philadelphia ,PA,19106,,,,,,,,,,,,
117080503,Athens Area SD,School District,17,BLaST IU 17,Bradford,Open,06/08/1999,(570)888-7766,,http://www.athensasd.k12.pa.us/,100 Canal Street,,Athens,PA,18810,    ,100 Canal Street,,Athens,PA,18810,    ,Business Manager,Mr,Brendon,,Hitchcock,,(570)888-7766,4249,,,
117080503,Athens Area SD,School District,17,BLaST IU 17,Bradford,Open,06/08/1999,(570)888-7766,,http://www.athensasd.k12.pa.us/,100 Canal Street,,Athens,PA,18810,    ,100 Canal Street,,Athens,PA,18810,    ,Superintendent,Mr,Craig,J,Stage,,(570)888-7766,,02/20/2019,02/19/2024,
300006557,ATI -- Appelbaum Training Institute,Act 48 Independent Provider,,,Out-of-State,Open,03/01/2001,(800)232-4453,,https://www.atiseminars.org/,104 Industrial Suite A,,Sugar Land,TX,77478,,104 Industrial Suite A,,Sugar Land,TX,77478,,,,,,,,,,,,
205200204,Atlantic Amish School,"Nonpublic, Non-Licensed School",5,Northwest Tri-County IU 5,Crawford,Open,10/01/1992,,,,9861 Atlantic Road,,Atlantic,PA,16111,,9778 Atlantic Road,,Atlantic,PA,16111,,Principal,,Marvin,M,Byler,,,,,,
335214578,Attain Learning Center DBA Kinder Prep Academy,Miscellaneous,,,Cumberland,Open,08/22/2013,(717)774-6636,,,608 Market Street,,New Cumberland,PA,17070,1993,608 Market Street,,New Cumberland,PA,17070,1993,Director,Mr,Michael,,Zarreii,,(717)774-6636,,,,
203020455,Auberle,"Other Private, Non-Licensed Entity",3,Allegheny IU 3,Allegheny,Open,07/06/1990,(412)673-5800,,,1101 Hartman St,,Mc Keesport,PA,15132,1500,1101 Hartman St,,Mc Keesport,PA,15132,1500,,,,,,,,,,,
303020941,Auberle - Hartman Street Residential,Miscellaneous,3,Allegheny IU 3,Allegheny,Open,05/29/2013,(412)673-5856,,,1101 Hartman Street,,McKeesport,PA,15132,,1101 Hartman Street,,McKeesport,PA,15132,,Education Director,Ms,Beth Anne,,Ackinclose,,,,,,
303023142,Auberle - Romine Avenue,Miscellaneous,3,Allegheny IU 3,Allegheny,Open,05/29/2013,(412)673-5856,1307,,1101 Hartman Street,,McKeesport,PA,15132,,1101 Hartman Street,,McKeesport,PA,15132,,Education Director,Ms,Beth Anne,,Ackinclose,,,,,,
300020510,Auberle Girls Group Home,"Other Private, Non-Licensed Entity",3,Allegheny IU 3,Allegheny,Open,11/06/1992,,,,RD 4 Box 2278A,,Mt Pleasant,PA,15666,,RD 4 Box 2278A,,Mt Pleasant,PA,15666,,,,,,,,,,,,
300020530,Auberle Girls Group Home,"Other Private, Non-Licensed Entity",3,Allegheny IU 3,Allegheny,Open,07/26/1996,,,,201 Caldwell Ave,,Wilmerding,PA,15148,1105,201 Caldwell Ave,,Wilmerding,PA,15148,1105,,,,,,,,,,,
300020670,Auberle Girls Semi Ind,"Other Private, Non-Licensed Entity",3,Allegheny IU 3,Allegheny,Open,11/22/1994,,,,15 Eagle St,,Mount Pleasant,PA,15666,1705,15 Eagle St,,Mount Pleasant,PA,15666,1705,,,,,,,,,,,
300020520,Auberle Goal I & II Apts,"Other Private, Non-Licensed Entity",3,Allegheny IU 3,Allegheny,Open,11/06/1992,,,,810 Evans Ave,,Mc Keesport,PA,15132,2007,810 Evans Ave,,Mc Keesport,PA,15132,2007,,,,,,,,,,,
